Occasion,Date,Time,Tag_ID,Tag_ID2,Site,Species,Section,Length,Weight,Recap,Mortality,Fin_clip,Fin_recap,Vial_#,error_corrected,Comments,SIA?
12,9/8/2023,12:47:21.200,900.226001376618,ID900.226001376618,NorthCampus_CMR,striped_jumprock,2,113,13.2,n,n,y,n,90,NA,,y
12,9/8/2023,12:50:19.970,900.226001376629,ID900.226001376629,NorthCampus_CMR,creek_chub,2,91,8.2,n,n,y,n,98,NA,,
12,9/8/2023,13:08:52.864,900.226001376644,ID900.226001376644,NorthCampus_CMR,creek_chub,4,85,6.5,n,n,y,n,101,NA,,
12,9/8/2023,13:38:08.472,900.226001698047,ID900.226001698047,NorthCampus_CMR,striped_jumprock,6,144,29,y,n,y,n,103,NA,,
12,9/8/2023,13:59:37.522,900.226001376624,ID900.226001376624,NorthCampus_CMR,creek_chub,9,85,5.4,n,n,y,n,107,NA,,
12,9/8/2023,13:25:56.368,900.226001697194,ID900.226001697194,NorthCampus_CMR,creek_chub,5,147,34.3,y,n,y,n,110,NA,,y
12,9/8/2023,12:35:38.109,900.226001376640,ID900.226001376640,NorthCampus_CMR,creek_chub,1,90,7.2,n,n,y,n,112,NA,,
12,9/8/2023,14:08:54.410,900.226001376683,ID900.226001376683,NorthCampus_CMR,creek_chub,9,65,2.8,n,n,y,n,116,NA,,
12,9/8/2023,13:38:52.086,900.226001698750,ID900.226001698750,NorthCampus_CMR,creek_chub,6,101,14.6,y,n,y,n,122,NA,,y
12,9/8/2023,12:44:26.257,900.226001376603,ID900.226001376603,NorthCampus_CMR,creek_chub,2,100,10.1,n,n,y,n,126,NA,,
12,9/8/2023,14:10:27.831,900.226001376674,ID900.226001376674,NorthCampus_CMR,creek_chub,9,84,5.4,n,n,y,n,128,NA,,
12,9/8/2023,14:13:49.357,900.226001376655,ID900.226001376655,NorthCampus_CMR,creek_chub,9,70,3.7,n,n,y,n,133,NA,,y
12,9/8/2023,13:35:56.919,900.226001698705,ID900.226001698705,NorthCampus_CMR,striped_jumprock,6,165,48.9,y,n,y,n,134,NA,,y
12,9/8/2023,13:49:23.197,900.226001376672,ID900.226001376672,NorthCampus_CMR,green_sunfish,6,127,38.6,n,n,y,n,143,NA,,
12,9/8/2023,14:03:05.285,900.226001376652,ID900.226001376652,NorthCampus_CMR,creek_chub,9,90,7.3,n,n,y,n,152,NA,,
12,9/8/2023,14:06:11.816,900.226001376628,ID900.226001376628,NorthCampus_CMR,creek_chub,9,76,5.2,n,n,y,n,176,NA,,
11,5/11/2023,08:36:22.078,900.226001698758,ID900.226001698758,NorthCampus_CMR,green_sunfish,1,78,8.7,n,n,y,n,261,NA,on camera,
10,2/16/2023,14:52:39.384,900.226001697019,ID900.226001697019,NorthCampus_CMR,green_sunfish,24,76,5.9,y,n,y,n,399,NA,,
13,11/11/2023,09:36:50.052,900.226001376514,ID900.226001376514,NorthCampus_CMR,green_sunfish,1,120,27.7,n,n,y,n,593,NA,,y
11,5/12/2023,11:00:42.740,900.226001697669,ID900.226001697669,NorthCampus_CMR,bluehead_chub,37,64,3.3,n,n,y,n,1,NA,,y
11,5/12/2023,10:47:42.686,900.226001697699,ID900.226001697699,NorthCampus_CMR,green_sunfish,35,104,26.0,n,n,y,n,10,NA,,
11,5/12/2023,10:10:19.076,900.226001697141,ID900.226001697141,NorthCampus_CMR,green_sunfish,35,139,56.6,y,n,y,n,100,NA,,y
12,9/8/2023,16:19:02.516,900.226001698014,ID900.226001698014,NorthCampus_CMR,creek_chub,25,82,5.8,n,n,y,n,100a,NA,,
12,9/9/2023,08:45:15.041,900.226001698703,ID900.226001698703,NorthCampus_CMR,creek_chub,30,85,6.8,y,n,y,n,101a,NA,,y
12,9/9/2023,09:40:06.961,900.226001376534,ID900.226001376534,NorthCampus_CMR,creek_chub,35,130,23.5,n,n,y,n,102a,NA,scar,
12,9/9/2023,08:56:02.848,900.226001376584,ID900.226001376584,NorthCampus_CMR,creek_chub,30,106,13,n,n,y,n,103a,NA,,
11,5/12/2023,10:34:53.537,900.226001697673,ID900.226001697673,NorthCampus_CMR,bluegill,35,70,5.1,n,n,y,n,104,NA,,y
12,9/9/2023,09:23:35.684,900.226001220186,ID900.226001220186,NorthCampus_CMR,creek_chub,33,103,10.8,y,n,y,n,104a,NA,,y
11,5/11/2023,11:59:29.681,900.226001698824,ID900.226001698824,NorthCampus_CMR,striped_jumprock,20,108,13.8,y,n,y,n,105,NA,,y
12,9/9/2023,09:20:21.789,900.226001376541,ID900.226001376541,NorthCampus_CMR,creek_chub,32,83,6.3,n,n,y,n,105a,NA,,
11,5/12/2023,09:19:58.858,900.226001697635,ID900.226001697635,NorthCampus_CMR,green_sunfish,30,102,21.6,n,n,y,n,106,NA,,
12,9/9/2023,09:18:11.232,900.226001376577,ID900.226001376577,NorthCampus_CMR,creek_chub,31,90,7.7,n,n,y,n,106a,NA,,
12,9/9/2023,08:55:09.272,900.226001376527,ID900.226001376527,NorthCampus_CMR,bluehead_chub,30,76,4.8,n,n,y,n,107a,NA,,
11,5/12/2023,10:48:13.706,900.226001698719,ID900.226001698719,NorthCampus_CMR,striped_jumprock,35,105,13.4,n,n,y,n,108,NA,,
12,9/9/2023,09:03:50.538,900.226001376535,ID900.226001376535,NorthCampus_CMR,creek_chub,31,80,4.8,n,n,y,n,108a,NA,,
11,5/11/2023,11:56:06.987,900.226001698831,ID900.226001698831,NorthCampus_CMR,striped_jumprock,20,110,14.7,y,n,y,n,109,NA,,y
12,9/9/2023,08:43:45.186,900.226001698814,ID900.226001698814,NorthCampus_CMR,creek_chub,30,95,8.5,y,n,y,n,109a,NA,,y
12,9/8/2023,14:37:01.018,900.226001376697,ID900.226001376697,NorthCampus_CMR,bluehead_chub,11,61,2.6,n,n,y,n,10a,NA,,
11,5/12/2023,10:46:00.999,900.226001697640,ID900.226001697640,NorthCampus_CMR,striped_jumprock,35,105,17.3,n,n,y,n,11,NA,,y
12,9/9/2023,09:30:25.957,900.226001376546,ID900.226001376546,NorthCampus_CMR,creek_chub,33,72,3.8,n,n,y,n,110a,NA,,
11,5/11/2023,11:56:41.496,900.226001698830,ID900.226001698830,NorthCampus_CMR,creek_chub,20,84,7.7,y,n,y,n,111,NA,,y
12,9/9/2023,08:51:40.925,900.226001341305,ID900.226001341305,NorthCampus_CMR,bluehead_chub,30,94,9.8,n,n,y,n,111a,NA,,y
12,9/9/2023,10:01:18.899,900.226001697140,ID900.226001697140,NorthCampus_CMR,green_sunfish,37,90,12.5,y,n,y,n,112a,NA,,y
11,5/12/2023,11:42:27.873,900.226001697654,ID900.226001697654,NorthCampus_CMR,bluehead_chub,43,86,8.5,n,n,y,n,113,NA,,
12,9/9/2023,09:04:34.457,900.226001376532,ID900.226001376532,NorthCampus_CMR,creek_chub,31,110,13.2,n,n,y,n,113a,NA,,
11,5/12/2023,11:42:00.156,900.226001697159,ID900.226001697159,NorthCampus_CMR,green_sunfish,43,80,8.6,y,n,y,n,114,NA,,y
12,9/9/2023,10:03:50.415,900.226001376580,ID900.226001376580,NorthCampus_CMR,creek_chub,37,122,18.7,n,n,y,n,114a,NA,,
11,5/12/2023,10:18:21.849,900.226001697628,ID900.226001697628,NorthCampus_CMR,striped_jumprock,35,105,12.9,n,n,y,n,115,NA,,
12,9/9/2023,08:50:34.207,900.226001376500,ID900.226001376500,NorthCampus_CMR,creek_chub,30,89,8.3,n,n,y,n,115a,NA,,
12,9/9/2023,08:47:29.066,900.226001376549,ID900.226001376549,NorthCampus_CMR,creek_chub,30,95,9.3,n,n,y,n,116a,NA,,
11,5/11/2023,10:27:34.549,900.226001698700,ID900.226001698700,NorthCampus_CMR,bluegill,10,95,11,n,n,y,n,117,NA,,y
12,9/9/2023,09:15:38.527,900.226001376530,ID900.226001376530,NorthCampus_CMR,bluehead_chub,31,61,2.8,n,n,y,n,117a,NA,,y
11,5/12/2023,10:30:31.302,900.226001697690,ID900.226001697690,NorthCampus_CMR,creek_chub,35,69,4.4,n,n,y,n,118,NA,,
12,9/9/2023,08:48:34.580,900.226001376592,ID900.226001376592,NorthCampus_CMR,bluehead_chub,30,67,3.6,n,n,y,n,118a,NA,,y
11,5/12/2023,11:28:48.827,900.226001698702,ID900.226001698702,NorthCampus_CMR,creek_chub,42,80,7.2,n,n,y,n,119,NA,,
12,9/9/2023,09:44:28.815,900.226001341317,ID900.226001341317,NorthCampus_CMR,bluegill,35,87,10.5,n,n,y,n,119a,NA,,y
12,9/8/2023,14:18:36.995,900.226001376653,ID900.226001376653,NorthCampus_CMR,creek_chub,9,75,4.4,n,n,y,n,11a,NA,,y
11,5/12/2023,10:25:09.672,900.226001698765,ID900.226001698765,NorthCampus_CMR,creek_chub,35,78,5.3,n,n,y,n,120,NA,scar,
12,9/9/2023,08:46:21.553,900.226001376585,ID900.226001376585,NorthCampus_CMR,creek_chub,30,80,5.4,n,n,y,n,120a,NA,,
11,5/12/2023,10:45:08.365,900.226001697663,ID900.226001697663,NorthCampus_CMR,redbreast_sunfish,35,85,12.3,n,n,y,n,121,NA,,y
12,9/9/2023,09:01:50.377,900.226001341324,ID900.226001341324,NorthCampus_CMR,creek_chub,31,94,8.7,y,n,y,n,121a,NA,,y
11,5/12/2023,10:12:18.339,900.226001697552,ID900.226001697552,NorthCampus_CMR,green_sunfish,35,103,22.2,y,n,y,n,122,NA,,y
12,9/9/2023,09:42:30.511,900.226001376542,ID900.226001376542,NorthCampus_CMR,bluegill,35,85,9.6,n,n,y,n,122a,NA,,
11,5/11/2023,12:03:14.811,900.226001698787,ID900.226001698787,NorthCampus_CMR,creek_chub,20,83,7.0,n,n,y,n,123,NA,,
11,5/12/2023,11:03:23.516,900.226001697647,ID900.226001697647,NorthCampus_CMR,creek_chub,37,80,5.8,n,n,y,n,124,NA,,
12,9/9/2023,09:13:31.767,900.226001376558,ID900.226001376558,NorthCampus_CMR,creek_chub,31,90,7.1,n,n,y,n,124a,NA,,
11,5/12/2023,11:21:45.317,900.226001697689,ID900.226001697689,NorthCampus_CMR,creek_chub,42,77,6.7,n,n,y,n,125,NA,scar,
12,9/9/2023,09:24:33.247,900.226001341309,ID900.226001341309,NorthCampus_CMR,creek_chub,33,75,4.3,n,n,y,n,125a,NA,wrong vial_#,
12,9/9/2023,10:00:30.246,900.226001697663,ID900.226001697663,NorthCampus_CMR,redbreast_sunfish,37,103,18.9,y,n,y,n,125a,NA,vial_# confirmed by fin appearance,y
12,9/9/2023,09:14:55.250,900.226001376598,ID900.226001376598,NorthCampus_CMR,creek_chub,31,99,10.1,n,n,y,n,126a,NA,check vial-checked by Ashley,
11,5/12/2023,10:49:42.506,900.226001697683,ID900.226001697683,NorthCampus_CMR,striped_jumprock,35,112,17.7,n,n,y,n,127,NA,,y
12,9/9/2023,09:41:02.212,900.226001376575,ID900.226001376575,NorthCampus_CMR,creek_chub,35,129,23.1,n,n,y,n,127a,NA,,
12,9/9/2023,09:43:36.306,900.226001376571,ID900.226001376571,NorthCampus_CMR,green_sunfish,35,111,26.3,n,n,y,n,128a,NA,,
11,5/11/2023,12:36:41.005,900.226001341376,ID900.226001341376,NorthCampus_CMR,creek_chub,24,82,7.5,n,n,y,n,129,NA,,
12,9/9/2023,09:46:45.733,900.226001376572,ID900.226001376572,NorthCampus_CMR,bluegill,35,92,11.3,n,n,y,n,129a,NA,,y
12,9/8/2023,14:26:32.722,900.226001376638,ID900.226001376638,NorthCampus_CMR,creek_chub,10,90,8,n,n,y,n,12a,NA,,
11,5/12/2023,11:15:29.920,900.226001697180,ID900.226001697180,NorthCampus_CMR,creek_chub,42,82,6.6,y,n,y,n,13,NA,,y
11,5/11/2023,11:05:07.246,900.226001698716,ID900.226001698716,NorthCampus_CMR,striped_jumprock,12,100,11.7,n,n,y,n,130,NA,,y
11,5/11/2023,11:10:16.820,900.226001698777,ID900.226001698777,NorthCampus_CMR,redbreast_sunfish,12,96,17.5,n,n,y,n,131,NA,,y
10,2/16/2023,15:29:10.198,900.226001341349,ID900.226001341349,NorthCampus_CMR,green_sunfish,30,87,10.9,n,n,y,n,132,NA,,
12,9/9/2023,10:12:20.482,900.226001341373,ID900.226001341373,NorthCampus_CMR,creek_chub,37,91,8.3,n,n,y,n,134a,NA,,
11,5/11/2023,10:11:52.366,900.226001341385,ID900.226001341385,NorthCampus_CMR,creek_chub,9,70,4.4,n,n,y,n,135,NA,,
12,9/9/2023,10:06:47.756,900.226001376594,ID900.226001376594,NorthCampus_CMR,creek_chub,37,90,7.4,n,n,y,n,135a,NA,,
11,5/11/2023,11:12:15.459,900.226001698781,ID900.226001698781,NorthCampus_CMR,striped_jumprock,12,120,20.5,n,n,y,n,136,NA,,
12,9/9/2023,09:27:48.283,900.226001376511,ID900.226001376511,NorthCampus_CMR,creek_chub,33,91,8.2,n,n,y,n,136a,NA,,y
11,5/11/2023,11:57:26.016,900.226001698819,ID900.226001698819,NorthCampus_CMR,striped_jumprock,20,122,21.5,y,n,y,n,137,NA,,y
12,9/9/2023,09:54:50.716,900.226001341364,ID900.226001341364,NorthCampus_CMR,bluegill,36,88,10.2,n,n,y,n,137a,NA,,y
11,5/11/2023,09:59:56.523,900.226001341362,ID900.226001341362,NorthCampus_CMR,creek_chub,7,86,8.3,n,n,y,n,138,NA,,
12,9/9/2023,10:17:55.673,900.226001376576,ID900.226001376576,NorthCampus_CMR,bluegill,37,98,14.4,n,n,y,n,138a,NA,,y
11,5/12/2023,11:39:46.270,900.226001697688,ID900.226001697688,NorthCampus_CMR,bluehead_chub,42,90,10.1,n,n,y,n,139,NA,,
12,9/9/2023,09:17:09.197,900.226001376543,ID900.226001376543,NorthCampus_CMR,creek_chub,31,78,5.1,n,n,y,n,139a,NA,,
12,9/8/2023,14:43:21.121,900.226001220189,ID900.226001220189,NorthCampus_CMR,striped_jumprock,13,207,82.7,y,n,y,n,13a,NA,,y
14,2/10/2024,15:53:40.869,900.226001376560,ID900.226001376560,NorthCampus_CMR,creek_chub,35,84,6.2,y,n,y,n,14.03,,,
14,2/10/2024,13:33:54.731,900.226001340448,ID900.226001340448,NorthCampus_CMR,creek_chub,23,77,5.1,n,n,y,n,14.1,,,
14,2/10/2024,13:19:10.524,900.226001340427,ID900.226001340427,NorthCampus_CMR,green_sunfish,20,75,6.9,n,n,y,n,14.100,,,
14,2/10/2024,14:20:37.855,900.226001340402,ID900.226001340402,NorthCampus_CMR,creek_chub,29,68,3,n,n,y,n,14.101,,,
14,2/10/2024,15:04:52.389,900.226001340462,ID900.226001340462,NorthCampus_CMR,bluehead_chub,33,84,5.9,n,n,y,n,14.104,,,
14,2/10/2024,16:36:07.253,900.226001340471,ID900.226001340471,NorthCampus_CMR,bluehead_chub,43,89,7.1,n,n,y,n,14.105,,,
14,2/10/2024,12:33:15.735,900.226001341367,ID900.226001341367,NorthCampus_CMR,bluehead_chub,16,107,12.7,y,n,y,n,14.107,,,y
14,2/10/2024,12:36:46.493,900.226001340110,ID900.226001340110,NorthCampus_CMR,bluehead_chub,16,90,7.7,n,n,y,n,14.109,,,
14,2/10/2024,16:32:54.854,900.226001340497,ID900.226001340497,NorthCampus_CMR,creek_chub,42,101,11.6,n,n,y,n,14.111,,scar,
14,2/10/2024,15:25:03.334,900.226001340495,ID900.226001340495,NorthCampus_CMR,striped_jumprock,34,100,9.7,n,n,y,n,14.113,,,
14,2/10/2024,12:35:06.191,900.226001340155,ID900.226001340155,NorthCampus_CMR,bluehead_chub,16,72,3.7,n,n,y,n,14.115,,,
14,2/10/2024,16:01:18.619,900.226001340476,ID900.226001340476,NorthCampus_CMR,creek_chub,36,103,11.7,n,n,y,n,14.118,,,
14,2/10/2024,14:19:39.378,900.226001340431,ID900.226001340431,NorthCampus_CMR,green_sunfish,29,70,4.7,n,n,y,n,14.12,,,
14,2/10/2024,13:17:48.827,900.226001340474,ID900.226001340474,NorthCampus_CMR,creek_chub,20,95,8.8,n,n,y,n,14.123,,,
14,2/10/2024,12:36:05.471,900.226001340107,ID900.226001340107,NorthCampus_CMR,bluehead_chub,16,81,6.1,n,n,y,n,14.126,,,
14,2/10/2024,11:54:38.180,900.226001340157,ID900.226001340157,NorthCampus_CMR,creek_chub,14,68,3.3,n,n,y,n,14.130,,,
14,2/10/2024,16:38:06.978,900.226001340425,ID900.226001340425,NorthCampus_CMR,bluehead_chub,43,96,9.6,n,n,y,n,14.131,,,
14,2/10/2024,15:49:39.012,900.226001340422,ID900.226001340422,NorthCampus_CMR,green_sunfish,35,106,16.9,n,n,y,n,14.133,,,
14,2/10/2024,14:52:39.226,900.226001340473,ID900.226001340473,NorthCampus_CMR,creek_chub,32,86,4.6,n,n,y,n,14.137,,2/14/24 AL cannot correct off photo,
14,2/10/2024,14:05:47.609,900.226001340479,ID900.226001340479,NorthCampus_CMR,green_sunfish,26,63,4.2,n,n,y,n,14.139,,and sec 25,
14,2/10/2024,12:38:21.126,900.226001340151,ID900.226001340151,NorthCampus_CMR,bluehead_chub,16,72,3.9,n,n,y,n,14.146,,,y
14,2/10/2024,13:25:29.498,900.226001340481,ID900.226001340481,NorthCampus_CMR,creek_chub,22,93,8.9,n,n,y,n,14.149,,scar,
14,2/10/2024,15:44:20.720,900.226001340426,ID900.226001340426,NorthCampus_CMR,creek_chub,35,112,14.7,n,n,y,n,14.153,,,
14,2/10/2024,14:04:07.380,900.226001340489,ID900.226001340489,NorthCampus_CMR,striped_jumprock,26,70,3.2,n,n,y,n,14.155,,and sec 25,y
14,2/10/2024,13:26:34.811,900.226001340406,ID900.226001340406,NorthCampus_CMR,creek_chub,22,63,2.4,n,n,y,n,14.158,,,
14,2/10/2024,12:41:32.553,900.226001340124,ID900.226001340124,NorthCampus_CMR,bluehead_chub,17,66,3.6,n,n,y,n,14.159,,,
14,2/10/2024,11:41:14.813,900.226001340198,ID900.226001340198,NorthCampus_CMR,redbreast_sunfish,12,66,5.5,n,n,y,n,14.16,,,y
14,2/10/2024,16:37:14.184,900.226001340467,ID900.226001340467,NorthCampus_CMR,creek_chub,43,84,6.2,n,n,y,n,14.162,,,
14,2/10/2024,16:41:40.218,900.226001340430,ID900.226001340430,NorthCampus_CMR,bluehead_chub,43,69,3.7,n,n,y,n,14.166,,,
14,2/10/2024,13:17:07.575,900.226001340485,ID900.226001340485,NorthCampus_CMR,redbreast_sunfish,20,90,11.5,n,n,y,n,14.167,,,y
14,2/10/2024,13:58:46.883,900.226001340447,ID900.226001340447,NorthCampus_CMR,creek_chub,24,60,2.3,n,n,y,n,14.168,,,
14,2/10/2024,16:07:21.250,900.226001340470,ID900.226001340470,NorthCampus_CMR,creek_chub,37,89,7.3,n,n,y,n,14.169,,scar,
14,2/10/2024,09:56:12.881,900.226001340195,ID900.226001340195,NorthCampus_CMR,creek_chub,2,67,3.3,n,n,y,n,14.17,,,
14,2/10/2024,12:34:17.747,900.226001340166,ID900.226001340166,NorthCampus_CMR,bluehead_chub,16,72,4.4,n,n,y,n,14.170,,,
14,2/10/2024,16:28:27.991,900.226001340440,ID900.226001340440,NorthCampus_CMR,striped_jumprock,42,93,7.2,n,n,y,n,14.171,,,
14,2/10/2024,13:24:44.683,900.226001340418,ID900.226001340418,NorthCampus_CMR,creek_chub,22,95,9.7,n,n,y,n,14.173,,,y
14,2/10/2024,13:20:15.358,900.226001340456,ID900.226001340456,NorthCampus_CMR,green_sunfish,20,70,5.5,n,n,y,n,14.174,,,
14,2/10/2024,14:14:59.765,900.226001340491,ID900.226001340491,NorthCampus_CMR,striped_jumprock,28,70,3.4,n,n,y,n,14.175,,,y
14,2/10/2024,14:32:14.136,900.226001340460,ID900.226001340460,NorthCampus_CMR,green_sunfish,31,80,7.6,n,n,y,n,14.176,,,
14,2/10/2024,11:59:33.104,900.226001340113,ID900.226001340113,NorthCampus_CMR,creek_chub,15,90,7.8,n,n,y,n,14.178,,,
14,2/10/2024,16:27:32.974,900.226001698001,ID900.226001698001,NorthCampus_CMR,bluehead_chub,42,107,13.5,y,n,y,n,14.18,,,y
14,2/10/2024,16:32:04.766,900.226001340410,ID900.226001340410,NorthCampus_CMR,bluehead_chub,42,72,4.4,n,n,y,n,14.183,,,
14,2/10/2024,16:05:47.886,900.226001340458,ID900.226001340458,NorthCampus_CMR,striped_jumprock,37,109,10.9,n,n,y,n,14.184,,,y
14,2/10/2024,16:24:19.722,900.226001340413,ID900.226001340413,NorthCampus_CMR,redbreast_sunfish,42,92,10.8,n,n,y,n,14.185,,,y
14,2/10/2024,15:27:08.125,900.226001340414,ID900.226001340414,NorthCampus_CMR,striped_jumprock,34,86,6,n,n,y,n,14.186,,,
14,2/10/2024,16:40:14.594,900.226001340484,ID900.226001340484,NorthCampus_CMR,bluehead_chub,43,80,5.5,n,n,y,n,14.188,,,
14,2/10/2024,15:47:00.635,900.226001340493,ID900.226001340493,NorthCampus_CMR,creek_chub,35,111,15.7,n,n,y,n,14.189,,,
14,2/10/2024,15:57:18.206,900.226001340437,ID900.226001340437,NorthCampus_CMR,creek_chub,35,63,2.7,n,n,y,n,14.190,,,
